GUID,ชื่อพรรค,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ลำดับบัญชีรายชื่อ,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
1D00E0A3-741E-4E8A-A906-7DAE6B9A2687,พลังธรรมใหม่,นาย,สมนึก,วิโนทัย,7,69,ปริญญาเอก,ข้าราชการครู,ประกาศ
308F52A8-FCD9-4554-8ECA-EC994A3B594D,พลังธรรมใหม่,นาย,จันทร์สด,อินใจดี,8,74,ต่ำกว่าปริญญาตรี,-,ประกาศ
F3D87D30-7D6C-4E79-8F5E-8F25A57205C3,พลังธรรมใหม่,นาย,ศุภกร,โพธิ์เวชกุล,9,33,ปริญญาโท,ทำธุรกิจ,ประกาศ
07AD968D-8B7D-45C9-9097-C32D7656DD78,พลังธรรมใหม่,นาย,สังคม,อุ่นสนธิ์,10,62,ปริญญาตรี,ราชการครู บำนาญ,ประกาศ
8F3A1A67-FBC3-4441-B101-8B3B2C4F392E,พลังธรรมใหม่,นาย,เศรษฐ์ธวัช,ภรณ์เอียดแก้ว,11,60,ปริญญาตรี,เกษตรกร,ประกาศ
8D9D2F75-AE57-4FED-B8E8-81F3CF0072A7,พลังธรรมใหม่,นาย,โชติ,ธรรมสันติบวร,12,62,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
79E6F622-D2AD-4CEA-BEDF-B7D6136EAC62,พลังธรรมใหม่,นาย,อุทัย,สุทธิประภา,13,70,ต่ำกว่าปริญญาตรี,ค้าขาย,ไม่ประกาศ
75B48B00-D8B7-46AB-9B3F-592F68A20566,พลังธรรมใหม่,นาย,วันชัย,พวยไพบูลย์,14,63,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
4D030B97-748E-49D8-BE86-AD143DC552BA,พลังธรรมใหม่,นาง,จริยา,จิรวาณิช,15,68,ปริญญาโท,พนักงานรัฐวิสาหกิจ (การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย),ประกาศ
71AF32CA-3397-491E-9D9E-DC9D53374F61,พลังธรรมใหม่,นาย,บุญกอง,บริบูรณ์,16,60,ปริญญาตรี,รับราชการครู,ประกาศ
D3E28E4C-7F45-45DA-B6D6-DA8F2FF528AE,พลังธรรมใหม่,นาง,อุบล,วงศ์จำปา,17,73,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
69E5632F-36F8-4D54-80D5-6EB675ADD6CA,พลังธรรมใหม่,พันตำรวจโท,กมล,ปักษา,18,64,ปริญญาตรี,ลูกจ้างงานธุรการ ร.ร.สังข์ทอง อ.เหนือคลอง จ.กระบี่,ประกาศ
C66A892B-3EA0-4EE8-92AA-5E5B9A267F18,พลังธรรมใหม่,นาย,บุญจร,ชมโพธิ์,19,61,ปริญญาตรี,พนักงานบำนาญรัฐวิสาหกิจ,ประกาศ
63F20DB0-EF0F-49BC-92A7-D255FD960EE7,พลังธรรมใหม่,นาย,นภา,วันดี,20,47,ปริญญาโท,รับจ้าง,ประกาศ
014F7ACF-1A35-4430-AAD0-1E87ABD60F6B,พลังธรรมใหม่,นาง,ธนัฏฐา,กุลณาวรรณ,21,54,ปริญญาตรี,ค้าขาย,ประกาศ
5A72F560-D569-4D64-8E1C-E107BFC8B676,พลังธรรมใหม่,นาย,อายิดคาน,ไทยอนันต์,22,67,ปริญญาตรี,ค้าขาย,ประกาศ
6C1189B3-69DB-4DFA-929C-336FDAD69E19,พลังธรรมใหม่,นาย,สมยศ,วินัยโกศล,23,62,ปริญญาตรี,รับจ้าง,ประกาศ
B7946E6A-9256-4B43-952C-EC72B8A47D0D,พลังธรรมใหม่,นาย,สุภรณ์,ศรีชูวงศ์,24,62,ปริญญาโท,รับราชการ,ประกาศ
A3C16C7E-E2E4-45DC-9295-81DBD06DB907,พลังประชาธิปไตย,นาย,พูนพิพัฒน์,นิลรังษี,1,54,ปริญญาโท,นักการเมือง,ประกาศ
CDA066BF-AC6E-4E90-B644-7309E239D101,พลังประชาธิปไตย,นาย,ภัทรณุกูล,เอ่งฉ้วน,2,39,ปริญญาตรี,นักการเมือง,ประกาศ
6C0EE707-59B9-4028-8426-30F5AB96FD14,พลังประชาธิปไตย,นาย,สมศักดิ์,ศรีเพ็ชร,3,47,ต่ำกว่าปริญญาตรี,นักธุรกิจ,ประกาศ
C91A3D43-A4CD-4A23-9F94-4C72819F64EE,พลังประชาธิปไตย,นาย,สิทธิศักดิ์,เจียวพงษ์พิพัฒน์,4,51,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
7B53F9B3-F7A0-4621-8068-45E7E88895F0,พลังประชาธิปไตย,นางสาว,ทิพย์สิริ,จำนงนิตย์,5,52,ปริญญาตรี,นักธุรกิจ,ประกาศ
15C7A439-4BF1-4F09-B147-A375574EC8B8,พลังประชาธิปไตย,นาย,สุรชาติ,เวชกามา,6,67,ปริญญาตรี,นักการเมือง,ไม่ประกาศ
EA6BFA75-6C69-4080-AB6A-A88B3883196A,พลังประชาธิปไตย,นางสาว,แอนนา,ริมทอง,7,37,ปริญญาตรี,ค้าขาย,ประกาศ
3B7920E6-EDB3-4DAF-9932-2CF8C9088A07,พลังประชาธิปไตย,นาย,ฐณสมชาย,กลั่นกสิกรรม,8,56,ปริญญาตรี,รับจ้าง,ประกาศ
5ED3AB27-CE17-4491-B361-B941E3A06772,พลังประชาธิปไตย,นาย,ประเสริฐ,แจ้งแก้ว,9,58,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
20E576AC-70D8-4A7E-B949-E258B46276BE,พลังประชาธิปไตย,นาย,สมชาย,ผลมา,10,55,ต่ำกว่าปริญญาตรี,ค้าขายร้านอาหารป่าน้องการ์ตูน,ประกาศ
39ED7196-D583-40FB-8A6E-ECE90DABA7C5,พลังประชาธิปไตย,นาย,ณัฐวัฒน์,ไผทรัตนเศรณี,11,63,ปริญญาโท,ข้าราชการ,ประกาศ
38515CB0-D685-41B0-AFB5-8D47852798AD,พลังประชาธิปไตย,ว่าที่พันตรี,พงศ์จักรกฤษณ์,สิทธิบุศย์,12,52,ปริญญาโท,รับจ้าง,ไม่ประกาศ
91FD119C-EBD6-4C21-A4B3-B3F47D1B38C0,พลังประชาธิปไตย,นางสาว,ชนยา,พูลภักตร์,13,45,ปริญญาตรี,นักวิจัย,ประกาศ
2A06F970-239B-4070-93A3-41975C35DB43,พลังประชาธิปไตย,นาย,สุรพงษ์,ภักดี,14,67,ปริญญาเอก,บำนาญ,ประกาศ
15353406-4D38-4E83-930C-75C73E5B1B8A,พลังประชารัฐ,นาย,ณัฏฐพล,ทีปสุวรรณ,1,52,ปริญญาโท,นักธุรกิจ,ประกาศ
C0DF5DCB-DD79-40F6-BE50-ECBCD2BFC167,พลังประชารัฐ,นาย,สุริยะ,จึงรุ่งเรืองกิจ,2,64,ปริญญาตรี,นักธุรกิจ,ประกาศ
47EE3540-3F7D-4CBD-9257-7EB909CF0354,พลังประชารัฐ,นาย,พุทธิพงษ์,ปุณณกันต์,3,50,ปริญญาโท,ข้าราชการการเมือง,ประกาศ
A4925431-6E59-4F84-9488-46340AD1EEDB,พลังประชารัฐ,นาย,สมศักดิ์,เทพสุทิน,4,64,ปริญญาโท,-,ประกาศ
99002383-2162-4EE8-A360-4FE3BE97155D,พลังประชารัฐ,นาง,นฤมล,ภิญโญสินวัฒน์,5,45,ปริญญาเอก,รับราชการ,ประกาศ
282C72A5-0ADD-4139-A266-78002D99485F,พลังประชารัฐ,นาย,สันติ,กีระนันทน์,6,57,ปริญญาเอก,ผู้ช่วยรัฐมนตรีประจำกระทรวงอุตสาหกรรม,ประกาศ
5F1D6435-CE9F-4ED4-8638-6FA191D819AA,พลังประชารัฐ,นาย,วิรัช,รัตนเศรษฐ,7,60,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
385CA578-ACE7-49E1-B4E0-DAB9E42E324E,พลังประชารัฐ,นาย,สันติ,พร้อมพัฒน์,8,67,ปริญญาโท,-,ประกาศ
CEC7DD4C-E7A6-4580-8DBC-8D696253015D,พลังประชารัฐ,นาย,สุพล,ฟองงาม,9,56,ปริญญาโท,นักการเมือง,ประกาศ
EE242905-82E1-4CF5-BFEE-80C3076F01E5,พลังประชารัฐ,นาย,ชัยวุฒิ,ธนาคมานุสรณ์,10,47,ปริญญาโท,วิศวกร,ประกาศ
86731636-C5B1-4BE1-8CF4-6DEDBB71C348,พลังประชารัฐ,นาย,เอกราช,ช่างเหลา,11,61,ปริญญาโท,ผู้จัดการสหกรณ์ออมทรัพย์ครูขอนแก่น จำกัด,ประกาศ
FCEAA98F-D188-4E59-B598-FDA0600E36AC,พลังประชารัฐ,นาง,พิชชารัตน์,เลาหพงศ์ชนะ,12,33,ปริญญาโท,นักธุรกิจ,ประกาศ
328F6C4F-C4E8-40ED-8831-6F245001C60D,พลังประชารัฐ,นาย,บุญสิงห์,วรินทร์รักษ์,13,66,ปริญญาโท,นักการเมืองท้องถิ่น,ประกาศ
E4716A88-28D2-4B16-B1D3-895794F58DAB,พลังประชารัฐ,นาย,สุรสิทธิ์,วงศ์วิทยานันท์,14,60,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
DC415730-9569-443A-B153-FA39499B66DB,พลังประชารัฐ,นาย,สุรสิทธิ์,นิธิวุฒิวรรักษ์,15,63,ปริญญาโท,รองนายกองค์การบริหารส่วนจังหวัดชลบุรี,ประกาศ
