GUID,จังหวัด,เขตเลือกตั้ง,เลขที่ใบรับใบสมัคร,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ชื่อพรรค,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
159F002D-1458-48B5-A9D8-CF65671E8A97,กรุงเทพมหานคร,2,24,นาย,เมธานนท์,สุรเมธีกุล,ประชานิยม,42,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
BD17D1BE-E5E0-43BA-9220-4F0273A48C08,กรุงเทพมหานคร,2,25,พันตรี,อำนาจ,ศิลปาจารย์,พลังสังคม,65,ต่ำกว่าปริญญาตรี,รับราชการ,ประกาศ
47DACA11-9464-4C1B-A9B1-168A7863114A,กรุงเทพมหานคร,2,26,นาย,อัศจรรย์,เขมกานนท์,กลาง,47,ต่ำกว่าปริญญาตรี,พนักงานขายเป๊บซี่,ประกาศ
C29E4532-F65F-430F-9548-0D2A2F23D34A,กรุงเทพมหานคร,2,27,นาย,ธงชัย,ทองอยู่เลิศ,ภาคีเครือข่ายไทย,71,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
2B32B7C4-40C8-4C36-AD62-E8D3A7D9FC31,กรุงเทพมหานคร,2,28,นาย,วิทยา,อิบรอฮีม,ประชาธรรมไทย,45,ต่ำกว่าปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
3FE18431-C250-4F08-8E97-1B5464E738B1,กรุงเทพมหานคร,2,29,นาย,ศิวกร,ซิมมณี,มหาชน,33,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
C0E4DD29-D895-42CE-A764-6646DD5DF73E,กรุงเทพมหานคร,2,30,นางสาว,ภัทร์นฤน,วงศ์กาศ,สามัญชน ,25,ปริญญาตรี,เจ้าหน้าที่สังคมสงเคราะห์,ประกาศ
12BC98AE-7CED-4B48-9BFD-D2E655072DDF,กรุงเทพมหานคร,2,31,นางสาว,เพ็ญลดา,ครุธโกษา,พลังท้องถิ่นไท,38,ปริญญาตรี,แพทย์,ประกาศ
733BA1FC-2100-402F-A449-C7042768BA51,กรุงเทพมหานคร,3,1,นาย,พงษ์พิสุทธิ์,จินตโสภณ,ไทยรักษาชาติ ,64,ปริญญาโท,รับจ้าง,ประกาศ
BAB9CD8F-C525-42ED-A6CA-555FF838DDF1,กรุงเทพมหานคร,3,2,นาย,สกนธ์,กัปปิยจรรยา,ประชาภิวัฒน์,63,ปริญญาตรี,นักธุรกิจ,ประกาศ
CDA4D734-841C-47D8-ACFE-1A36F7400447,กรุงเทพมหานคร,3,3,นาย,เนวินธุ์,ช่อชัยทิพฐ์,พลังประชารัฐ,41,ปริญญาตรี,รับจ้าง,ประกาศ
B5253D4B-76D9-4665-BBAE-2E322FFFD6F2,กรุงเทพมหานคร,3,4,นางสาว,ปณตพร,โอฬารฤทธินันท์,ประชาชนปฏิรูป,48,ปริญญาตรี,ทนายความ,ประกาศ
A81B66A8-21DB-440E-8A71-6CBEFE48B2E6,กรุงเทพมหานคร,3,5,นาย,จุมพล,จันทร์จิระ,รวมพลังประชาชาติไทย,62,ปริญญาโท,รับจ้าง,ประกาศ
FA662C0D-2A03-482E-9CE4-874A12C20EEB,กรุงเทพมหานคร,3,6,นางสาว,ธิมล,ไตรรัตน์วิโรจน์,พลังท้องถิ่นไท,36,ปริญญาโท,หัวหน้าแผนกทรัพยากรบุคคล,ประกาศ
CF460B66-9460-45CC-B81D-E68813767777,กรุงเทพมหานคร,3,7,นาง,นงลักษณ์,ติรกาญจนา,พลังธรรมใหม่,53,ต่ำกว่าปริญญาตรี,แม่บ้าน,ประกาศ
EA798E42-CC3E-4ACB-B4FF-055128B4A701,กรุงเทพมหานคร,3,8,นางสาว,วิลนันต์,จันธนนิโรจน์,ประชาชาติ,54,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
77DD52E5-99FE-47BB-96E0-D37706411087,กรุงเทพมหานคร,3,9,นาย,ศิระรังษี,ปารมีอิทธิวงษ์,ชาติไทยพัฒนา,58,ต่ำกว่าปริญญาตรี,ดารา - นักแสดง,ประกาศ
C355D185-5676-408B-BA48-19F1E1B52EC6,กรุงเทพมหานคร,3,10,นาย,สันติ,วิชัยพล,เพื่อชาติ,50,ปริญญาโท,นักวิจัยอิสระ,ประกาศ
D099331D-109B-4D5C-93AE-BBDC175DACED,กรุงเทพมหานคร,3,11,นาย,ไสว,ทัศนีย์ภาพ,เสรีรวมไทย,58,ปริญญาตรี,ค้าขาย,ประกาศ
B6E0E5CD-244E-40F8-B969-75B05F79379B,กรุงเทพมหานคร,3,12,นาย,ณฐพนธ์,คงศิลา,ภูมิใจไทย,59,ปริญญาโท,ธุรกิจอสังหาริมทรัพย์,ประกาศ
1748AA2E-3584-4B91-8F84-7A4637F42E66,กรุงเทพมหานคร,3,13,หม่อมหลวง,อภิมงคล,โสณกุล,ประชาธิปัตย์,40,ปริญญาโท,นักการเมือง,ประกาศ
21424EE2-488C-4472-A1FF-B83DF23A1784,กรุงเทพมหานคร,3,14,นางสาว,วรรณวรี,ตะล่อมสิน,อนาคตใหม่,39,ปริญญาโท,นักธุรกิจ,ประกาศ
81C618ED-3105-4314-B7FF-F3F780B82CD4,กรุงเทพมหานคร,3,15,นาย,เอกรัฐ,เลิศรัตนชัยกิจ,ชาติพัฒนา,36,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
F3F6F693-0105-4CB1-9EC4-8263E7C0BC6A,กรุงเทพมหานคร,3,16,นาย,ปฐวี,ชัยวัฒน์,ประชานิยม,39,ปริญญาตรี,รับจ้าง,ประกาศ
FA99E59A-B58D-4CB5-B01C-A0ED537AEA2D,กรุงเทพมหานคร,3,17,นาง,ธนัชพร,วงษ์ทองทิว,ภราดรภาพ,38,ปริญญาตรี,รับจ้าง,ประกาศ
7E31AB1C-91D8-4A4D-9B84-8C37CA1BD2A9,กรุงเทพมหานคร,3,18,นาย,ธนชัย,ตั้งตรงสากล,ไทยศรีวิไลย์,36,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
45CC2B42-CFBD-4135-AC67-410E6F8CA432,กรุงเทพมหานคร,3,19,นาย,สิทธิกร,หล่อกัณภัย,รักษ์ผืนป่าประเทศไทย,36,ปริญญาโท,นักธุรกิจ,ประกาศ
65F853E8-DC60-4FD9-8247-1C828B2EE733,กรุงเทพมหานคร,3,20,นาย,วิทยา,ตั้งสุวรรณวงศ์,เศรษฐกิจใหม่,48,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
35FADFBF-0BBF-48CE-B738-8FDBA2B7DF03,กรุงเทพมหานคร,3,21,นาย,อุปถัมภ์,พรรณสังข์,ครูไทยเพื่อประชาชน,77,ปริญญาตรี,พ่อบ้าน,ประกาศ
6DBC4DC7-4C5E-48A0-A513-547E97CAFB96,กรุงเทพมหานคร,3,22,นาย,กิตตน์,รุ่งณรงค์รักษ์,พลังชาติไทย,56,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
CFC3D7A4-6651-4F5A-9138-BD23225276D8,กรุงเทพมหานคร,3,23,นางสาว,ดวงกมล,อดุลย์เศรณี,พลังไทยรักชาติ,31,ปริญญาตรี,รับจ้าง,ประกาศ
6A69F451-1DE9-4575-9E29-DE723194A2D7,กรุงเทพมหานคร,3,24,ร.ต.,ศรันย์วิทย์,เหมรักษ์,พลังสังคม,58,ต่ำกว่าปริญญาตรี,รับราชการทหาร,ประกาศ
2AC5DADB-FA50-4583-BA10-94F102290FC1,กรุงเทพมหานคร,3,25,นาย,พิสิษฐ์,เจียมจิรอานนท์,พลังไทสร้างชาติ,48,ปริญญาโท,นายแพทย์,ประกาศ
1B7E9969-36AE-412B-A1D0-F852C22D9A27,กรุงเทพมหานคร,3,26,นาย,ชมน์สฤษฏ์,รัตนชัยเดชา,ประชาธิปไตยใหม่,51,ปริญญาตรี,ทนายความ,ประกาศ
3203878D-122C-416A-8977-A074AB94AEA5,กรุงเทพมหานคร,3,27,นาย,เพียรชัย,องค์ศรีตระกูล,มติประชา,46,ปริญญาตรี,รับจ้าง,ประกาศ
FAD29F48-4B4C-4398-85DE-B165EA887F87,กรุงเทพมหานคร,3,28,นางสาว,พัชรินทร์,ประสพสุข,พลังศรัทธา,36,ปริญญาโท,รับจ้าง,ประกาศ
E1A3F98F-49DA-42D3-8E47-139713516A0D,กรุงเทพมหานคร,3,29,นางสาว,ไอยพราว,พัชร์ปวริศร์,มหาชน,37,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
4A6FD025-6621-4335-9C1F-E25E883FA82E,กรุงเทพมหานคร,3,30,นางสาว,ปัญนิษา,จำรัสธนเดช,ประชาธรรมไทย,49,ปริญญาโท,นักจิตวิทยา,ประกาศ
8EDE2595-6DE5-4EAB-BD31-D052FAC26E51,กรุงเทพมหานคร,3,31,นางสาว,ภัทรา,นิทัศนานนทชัย,แผ่นดินธรรม,29,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
BCCEA735-EEE6-4DBD-A256-2E782694595A,กรุงเทพมหานคร,3,32,นาย,สุรสิทธิ์,ผาบชมภู,ภาคีเครือข่ายไทย,49,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
A1C15516-C8E4-403E-941B-8CC1EE27DDF9,กรุงเทพมหานคร,3,33,นาย,กฤษณะ,เนตร์ชัยรัตน์,ไทรักธรรม,39,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
8E9CFC00-B2F9-4A90-BB90-5B9F795234F8,กรุงเทพมหานคร,4,1,นาย,บุญเลิศ,นุ้ยเมือง,เพื่อชาติ,63,ปริญญาโท,อิสระ,ประกาศ
9F02922F-46CF-41F1-8BC4-D3ACED30347D,กรุงเทพมหานคร,4,2,นาย,กรณ์,จตุวิมล,อนาคตใหม่,39,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
B2502307-7525-46D1-85E1-E7A5F66BCFD8,กรุงเทพมหานคร,4,3,นางสาว,เดือนเพ็ญ,ยวงสูงเนิน,เสรีรวมไทย,54,ต่ำกว่าปริญญาตรี,พนักงานฝ่ายขาย,ประกาศ
FE008A7E-DB0C-49C4-97F7-82666D566C6C,กรุงเทพมหานคร,4,4,นาย,พิรสุต,จันทรานุวัฒน์,รวมพลังประชาชาติไทย,34,ปริญญาตรี,ที่ปรึกษา,ประกาศ
029F9B8A-A08A-42D5-A85B-B42F1BF027F2,กรุงเทพมหานคร,4,5,นาย,เอกราช,หวังนุช,ภูมิใจไทย,62,ปริญญาโท,ผู้จัดการภาคอาวุโสอาคเนย์ประกันชีวิต,ประกาศ
